cohort_month,acquisition_channel_id,cohort_month_index,cohort_starting_customers,active_retained_customers,retention_rate,period_net_margin,cumulative_net_margin,channel_cac,cumulative_margin_ltv,net_capital_recovery_dollars,cumulative_ltv_to_cac_ratio,payback_status
2024-01-01,meta_ads,4,128,1,0.0078,56.43,6038.11,37.67,47.17,1216.3499999999995,1.25,Breakeven / Recovered
2024-01-01,meta_ads,5,128,1,0.0078,-47.74,5990.37,37.67,46.8,1168.6099999999997,1.24,Breakeven / Recovered
2024-06-01,organic_search,0,49,49,1.0,2210.91,2210.91,0.0,45.12,2210.91,,Organic / Pure Profit
2024-06-01,organic_search,1,49,6,0.1224,263.55,2474.46,0.0,50.5,2474.46,,Organic / Pure Profit
2024-06-01,organic_search,2,49,5,0.102,360.58,2835.04,0.0,57.86,2835.04,,Organic / Pure Profit
2024-06-01,organic_search,3,49,2,0.0408,20.91,2855.95,0.0,58.28,2855.95,,Organic / Pure Profit
2025-04-01,organic_search,0,67,67,1.0,3544.01,3544.01,0.0,52.9,3544.01,,Organic / Pure Profit
2025-04-01,organic_search,1,67,5,0.0746,270.04,3814.05,0.0,56.93,3814.05,,Organic / Pure Profit
2025-04-01,organic_search,2,67,3,0.0448,155.15,3969.20,0.0,59.24,3969.2,,Organic / Pure Profit
2025-04-01,organic_search,3,67,2,0.0299,15.99,3985.19,0.0,59.48,3985.19,,Organic / Pure Profit
2025-12-01,creator_network,0,105,105,1.0,3519.83,3519.83,35.78,33.52,-237.07000000000016,0.94,Unrecovered Capital
2024-05-01,direct,0,37,37,1.0,2263.45,2263.45,0.0,61.17,2263.45,,Organic / Pure Profit
2024-05-01,direct,1,37,1,0.027,69.87,2333.32,0.0,63.06,2333.32,,Organic / Pure Profit
2024-05-01,direct,5,37,1,0.027,68.77,2402.09,0.0,64.92,2402.09,,Organic / Pure Profit
2024-09-01,direct,0,36,36,1.0,1870.73,1870.73,0.0,51.96,1870.73,,Organic / Pure Profit
2024-09-01,direct,1,36,2,0.0556,157.98,2028.71,0.0,56.35,2028.71,,Organic / Pure Profit
2024-09-01,direct,2,36,1,0.0278,39.80,2068.51,0.0,57.46,2068.51,,Organic / Pure Profit
2024-10-01,creator_network,0,76,76,1.0,2295.05,2295.05,30.21,30.2,-0.9099999999998545,1.0,Unrecovered Capital
2024-10-01,creator_network,1,76,7,0.0921,290.81,2585.86,30.21,34.02,289.9000000000001,1.13,Breakeven / Recovered
2024-10-01,creator_network,2,76,5,0.0658,60.04,2645.90,30.21,34.81,349.94000000000005,1.15,Breakeven / Recovered
2024-10-01,creator_network,3,76,5,0.0658,135.58,2781.48,30.21,36.6,485.52,1.21,Breakeven / Recovered
2025-02-01,creator_network,0,103,103,1.0,3096.31,3096.31,32.54,30.06,-255.30999999999995,0.92,Unrecovered Capital
2025-02-01,creator_network,1,103,11,0.1068,401.45,3497.76,32.54,33.96,146.14000000000033,1.04,Breakeven / Recovered
2025-02-01,creator_network,2,103,4,0.0388,107.92,3605.68,32.54,35.01,254.05999999999995,1.08,Breakeven / Recovered
2025-02-01,creator_network,3,103,5,0.0485,251.03,3856.71,32.54,37.44,505.09000000000015,1.15,Breakeven / Recovered
2025-02-01,creator_network,5,103,1,0.0097,46.75,3903.46,32.54,37.9,551.8400000000001,1.16,Breakeven / Recovered
2025-02-01,creator_network,6,103,1,0.0097,57.69,3961.15,32.54,38.46,609.5300000000002,1.18,Breakeven / Recovered
2025-07-01,direct,0,48,48,1.0,2419.47,2419.47,0.0,50.41,2419.47,,Organic / Pure Profit
2025-07-01,direct,2,48,6,0.125,346.87,2766.34,0.0,57.63,2766.34,,Organic / Pure Profit
2025-07-01,direct,3,48,1,0.0208,84.05,2850.39,0.0,59.38,2850.39,,Organic / Pure Profit
2025-07-01,direct,4,48,1,0.0208,67.57,2917.96,0.0,60.79,2917.96,,Organic / Pure Profit
2025-10-01,google_ads,0,179,179,1.0,9645.71,9645.71,46.72,53.89,1282.83,1.15,Breakeven / Recovered
2025-10-01,google_ads,1,179,17,0.095,925.13,10570.84,46.72,59.05,2207.960000000001,1.26,Breakeven / Recovered
2025-10-01,google_ads,2,179,12,0.067,809.83,11380.67,46.72,63.58,3017.790000000001,1.36,Breakeven / Recovered
2025-10-01,meta_ads,0,231,231,1.0,10481.98,10481.98,35.84,45.38,2202.9399999999987,1.27,Breakeven / Recovered
2025-10-01,meta_ads,1,231,15,0.0649,518.48,11000.46,35.84,47.62,2721.4199999999983,1.33,Breakeven / Recovered
2025-10-01,meta_ads,2,231,13,0.0563,582.19,11582.65,35.84,50.14,3303.6099999999988,1.4,Breakeven / Recovered
2024-03-01,google_ads,0,118,118,1.0,6533.81,6533.81,46.24,55.37,1077.4900000000007,1.2,Breakeven / Recovered
2024-03-01,google_ads,1,118,12,0.1017,654.19,7188.00,46.24,60.92,1731.6800000000003,1.32,Breakeven / Recovered
2024-03-01,google_ads,2,118,10,0.0847,424.16,7612.16,46.24,64.51,2155.84,1.4,Breakeven / Recovered
2024-03-01,google_ads,3,118,4,0.0339,141.38,7753.54,46.24,65.71,2297.2200000000003,1.42,Breakeven / Recovered
2024-03-01,google_ads,5,118,1,0.0085,66.92,7820.46,46.24,66.28,2364.1400000000003,1.43,Breakeven / Recovered
2024-03-01,meta_ads,0,155,155,1.0,6538.22,6538.22,39.76,42.18,375.4200000000001,1.06,Breakeven / Recovered
2024-03-01,meta_ads,1,155,12,0.0774,622.16,7160.38,39.76,46.2,997.5799999999999,1.16,Breakeven / Recovered
2024-03-01,meta_ads,2,155,8,0.0516,468.30,7628.68,39.76,49.22,1465.88,1.24,Breakeven / Recovered
2024-03-01,meta_ads,3,155,3,0.0194,191.18,7819.86,39.76,50.45,1657.0599999999995,1.27,Breakeven / Recovered
2024-03-01,meta_ads,5,155,3,0.0194,121.71,7941.57,39.76,51.24,1778.7699999999995,1.29,Breakeven / Recovered
2024-03-01,meta_ads,7,155,1,0.0065,42.30,7983.87,39.76,51.51,1821.0699999999997,1.3,Breakeven / Recovered
2024-07-01,google_ads,0,116,116,1.0,5714.64,5714.64,44.44,49.26,559.6000000000004,1.11,Breakeven / Recovered
2024-07-01,google_ads,1,116,5,0.0431,344.53,6059.17,44.44,52.23,904.1300000000001,1.18,Breakeven / Recovered
2024-07-01,google_ads,2,116,6,0.0517,129.34,6188.51,44.44,53.35,1033.4700000000003,1.2,Breakeven / Recovered
2024-07-01,google_ads,3,116,3,0.0259,163.87,6352.38,44.44,54.76,1197.3400000000001,1.23,Breakeven / Recovered
2024-07-01,google_ads,4,116,3,0.0259,164.03,6516.41,44.44,56.18,1361.37,1.26,Breakeven / Recovered
2024-07-01,google_ads,5,116,2,0.0172,20.90,6537.31,44.44,56.36,1382.2700000000004,1.27,Breakeven / Recovered
2024-07-01,meta_ads,0,167,167,1.0,7257.51,7257.51,37.99,43.46,913.1800000000003,1.14,Breakeven / Recovered
2024-07-01,meta_ads,1,167,13,0.0778,613.49,7871.00,37.99,47.13,1526.67,1.24,Breakeven / Recovered
2024-07-01,meta_ads,2,167,6,0.0359,185.80,8056.80,37.99,48.24,1712.4700000000003,1.27,Breakeven / Recovered
2024-07-01,meta_ads,3,167,5,0.0299,226.65,8283.45,37.99,49.6,1939.1200000000008,1.31,Breakeven / Recovered
2024-07-01,meta_ads,4,167,1,0.006,59.80,8343.25,37.99,49.96,1998.92,1.32,Breakeven / Recovered
2024-07-01,meta_ads,5,167,1,0.006,31.32,8374.57,37.99,50.15,2030.2399999999998,1.32,Breakeven / Recovered
2024-07-01,meta_ads,6,167,1,0.006,34.72,8409.29,37.99,50.36,2064.960000000001,1.33,Breakeven / Recovered
2024-07-01,meta_ads,8,167,1,0.006,62.70,8471.99,37.99,50.73,2127.66,1.34,Breakeven / Recovered
2024-08-01,google_ads,0,129,129,1.0,7410.87,7410.87,44.58,57.45,1660.0500000000002,1.29,Breakeven / Recovered
2024-08-01,google_ads,1,129,7,0.0543,301.35,7712.22,44.58,59.78,1961.4000000000005,1.34,Breakeven / Recovered
2024-08-01,google_ads,2,129,12,0.093,626.79,8339.01,44.58,64.64,2588.1900000000005,1.45,Breakeven / Recovered
2024-08-01,google_ads,3,129,2,0.0155,91.51,8430.52,44.58,65.35,2679.7000000000007,1.47,Breakeven / Recovered
2024-08-01,google_ads,4,129,4,0.031,339.83,8770.35,44.58,67.99,3019.5300000000007,1.53,Breakeven / Recovered
2024-08-01,google_ads,5,129,1,0.0078,84.29,8854.64,44.58,68.64,3103.8199999999997,1.54,Breakeven / Recovered
2024-08-01,google_ads,6,129,1,0.0078,56.53,8911.17,44.58,69.08,3160.3500000000004,1.55,Breakeven / Recovered
2024-08-01,meta_ads,0,177,177,1.0,7755.69,7755.69,36.16,43.82,1355.37,1.21,Breakeven / Recovered
2024-08-01,meta_ads,1,177,12,0.0678,614.82,8370.51,36.16,47.29,1970.1900000000005,1.31,Breakeven / Recovered
2024-08-01,meta_ads,2,177,6,0.0339,326.41,8696.92,36.16,49.14,2296.6000000000004,1.36,Breakeven / Recovered
2024-08-01,meta_ads,3,177,7,0.0395,354.52,9051.44,36.16,51.14,2651.120000000001,1.41,Breakeven / Recovered
2024-08-01,meta_ads,4,177,2,0.0113,19.78,9071.22,36.16,51.25,2670.8999999999996,1.42,Breakeven / Recovered
2024-08-01,meta_ads,5,177,2,0.0113,85.65,9156.87,36.16,51.73,2756.550000000001,1.43,Breakeven / Recovered
2024-12-01,google_ads,0,145,145,1.0,7792.04,7792.04,48.35,53.74,781.29,1.11,Breakeven / Recovered
2024-12-01,google_ads,1,145,8,0.0552,539.26,8331.30,48.35,57.46,1320.5499999999993,1.19,Breakeven / Recovered
2024-12-01,google_ads,2,145,10,0.069,541.79,8873.09,48.35,61.19,1862.3400000000001,1.27,Breakeven / Recovered
2024-12-01,google_ads,3,145,4,0.0276,285.09,9158.18,48.35,63.16,2147.4300000000003,1.31,Breakeven / Recovered
2024-12-01,google_ads,4,145,1,0.0069,35.51,9193.69,48.35,63.4,2182.9400000000005,1.31,Breakeven / Recovered
2024-12-01,google_ads,6,145,1,0.0069,72.14,9265.83,48.35,63.9,2255.08,1.32,Breakeven / Recovered
2024-12-01,meta_ads,0,212,212,1.0,8508.67,8508.67,40.96,40.14,-174.85000000000036,0.98,Unrecovered Capital
2024-12-01,meta_ads,1,212,17,0.0802,499.63,9008.30,40.96,42.49,324.77999999999884,1.04,Breakeven / Recovered
2024-12-01,meta_ads,2,212,14,0.066,586.73,9595.03,40.96,45.26,911.5100000000002,1.1,Breakeven / Recovered
2024-12-01,meta_ads,3,212,4,0.0189,189.76,9784.79,40.96,46.15,1101.2700000000004,1.13,Breakeven / Recovered
2024-12-01,meta_ads,4,212,1,0.0047,25.25,9810.04,40.96,46.27,1126.5200000000004,1.13,Breakeven / Recovered
2024-12-01,meta_ads,5,212,2,0.0094,110.86,9920.90,40.96,46.8,1237.3799999999992,1.14,Breakeven / Recovered
2025-05-01,creator_network,0,86,86,1.0,2934.87,2934.87,34.55,34.13,-36.43000000000029,0.99,Unrecovered Capital
2025-05-01,creator_network,1,86,8,0.093,263.92,3198.79,34.55,37.2,227.48999999999978,1.08,Breakeven / Recovered
2025-05-01,creator_network,2,86,5,0.0581,52.50,3251.29,34.55,37.81,279.9899999999998,1.09,Breakeven / Recovered
2025-05-01,creator_network,3,86,1,0.0116,33.43,3284.72,34.55,38.19,313.4199999999996,1.11,Breakeven / Recovered
2025-09-01,google_ads,0,198,198,1.0,11384.53,11384.53,42.47,57.5,2975.470000000001,1.35,Breakeven / Recovered
2025-09-01,google_ads,1,198,14,0.0707,839.20,12223.73,42.47,61.74,3814.67,1.45,Breakeven / Recovered
2025-09-01,google_ads,2,198,8,0.0404,543.68,12767.41,42.47,64.48,4358.35,1.52,Breakeven / Recovered
2025-09-01,google_ads,3,198,5,0.0253,305.06,13072.47,42.47,66.02,4663.41,1.55,Breakeven / Recovered
2025-09-01,meta_ads,0,210,210,1.0,9031.88,9031.88,37.32,43.01,1194.6799999999994,1.15,Breakeven / Recovered
2025-09-01,meta_ads,1,210,15,0.0714,810.31,9842.19,37.32,46.87,2004.9900000000007,1.26,Breakeven / Recovered
2025-09-01,meta_ads,2,210,7,0.0333,278.15,10120.34,37.32,48.19,2283.1400000000003,1.29,Breakeven / Recovered
2025-09-01,meta_ads,3,210,6,0.0286,145.98,10266.32,37.32,48.89,2429.12,1.31,Breakeven / Recovered
2025-11-01,google_ads,0,185,185,1.0,9997.40,9997.40,50.39,54.04,675.25,1.07,Breakeven / Recovered
2025-11-01,google_ads,1,185,17,0.0919,867.15,10864.55,50.39,58.73,1542.3999999999996,1.17,Breakeven / Recovered
2025-11-01,meta_ads,0,238,238,1.0,9520.49,9520.49,35.96,40.0,962.0100000000002,1.11,Breakeven / Recovered
2025-11-01,meta_ads,1,238,15,0.063,564.35,10084.84,35.96,42.37,1526.3600000000006,1.18,Breakeven / Recovered
